Name,Score
HBBPBL,39
GZQCZQ,11
AVINFL,19
RDYOYG,47
LANGXM,62
KNEKLG,64
PCJOYT,40
ZLBFXL,25
HSAZRZ,77
JHIUHB,31
DGYTOF,89
GGGFSP,32
WRCMHG,17
WUOMUG,68
TNTXFJ,18
XLKILS,4
JBYIPN,30
AOMZEI,24
DMZVUB,94
FMEKEC,34
WBYEWC,77
ZZBLXG,5
CZDUWS,56
BKJBBM,13
MLPKQH,31
KYAOYF,74
UMMYFC,56
YFDBPY,18
KFJWOZ,57
KLBQCS,36
HLYPQU,1
DXQVCQ,25
LSZIOF,3
GTKBEY,60
FTUCBT,23
ALBNHC,53
VLBDMX,30
DCVLKB,27
ONPJGR,61
STYDXF,64
XMVSHI,48
RLWTOE,48
JARTDZ,22
CMEAZI,92
YXVKNM,33
EHVNJF,45
IELIFR,52
WWJTLX,32
IAEEOW,25
IOYIDX,9
KNKHXS,73
VDRSXN,30
GRPXDA,42
OSTREQ,49
YYBVWA,64
DDUYMJ,18
DSLTFN,0
DOSWDB,27
ZQJABJ,81
SSTTHR,0
APZEZH,20
PTFNBW,30
EHOUOH,17
VJGSRX,37
HNYFZJ,47
HHPWIO,30
XLIWTZ,64
GTSFQI,100
PMWKQZ,87
TSYIKX,24
AYUZNZ,54
RAWXKW,19
GPYKZX,51
DPJYUN,90
KPLAXP,50
PUBSNX,100
UNEKHL,26
YYHHIT,69
IBSWRT,9
QALEPP,89
KDAPUR,39
JGOMAJ,5
ABGEPO,31
KAJEHG,66
RKBHUJ,40
ZIDEOF,16
NXBTOD,90
YNWKZQ,14
FCMDEP,50
EZHGVJ,26
KKRFBU,11
TEMRPX,24
UJPAHK,33
LESNTE,87
TQEFNS,80
FKFEUY,29
OIUMUZ,90
MXBOKG,12
LRTFNH,68
FLCNBG,77
BDKMRK,42
JLDUTD,60
ZMYJYI,42
LGIAOY,31
ZVWKFP,76
IRCBIG,12
HJLKGK,50
VKUSGD,15
MHWPSW,58
SJDSBD,56
QPYVOX,23
QDFQFK,73
MWOPZV,93
MHGWIW,57
TIDALO,61
SBUTCF,77
BBIQWB,71
MXZRKX,2
HUUQXY,18
QSKLSX,77
PLOBMA,6
HIBKOU,54
KMRRET,30
CKWWFY,41
RKVDFE,66
LCIOUU,31
GSGSAF,90
QXRNNH,44
IAORGL,74
OOQAFJ,92
LOTQWY,14
FKENII,5
JKLXHB,44
ICFIOM,37
CRPPGW,69
LULMEX,96
EXJKUE,91
CZGQDU,97
JNJLNU,27
NYAVGP,53
QGYINW,1
MHKUAD,60
VXCGGF,18
BYFVIG,46
KSVWWN,62
DIRUTK,96
ZSROFK,77
PTRSQQ,20
KEHGGZ,39
JBGBZC,3
PMFRUK,89
KRVILN,6
FTIPRH,45
TRUAAS,74
XDTPII,38
FPBLDS,87
LYVLZH,80
CPUEKW,16
JJXZUR,88
USUMOA,56
BHYLCV,47
QDKJXB,45
TGMUSA,48
FFSTBH,94
PJDEWR,30
WMKAHR,49
MDAREI,85
JXSBBD,66
UUZAKA,31
MKMFGF,79
RVOFDI,94
LCNUQG,0
XXDSRK,21
OVEHPI,46
HALPVP,1
QMEDYG,77
WYLGMH,14
OUQXHW,0
EUZITK,28
SRIFIS,98
IDDWCV,29
UYRHUZ,91
ILQKBX,60
DUOPRF,42
BAGAZW,14
KJDSHM,76
HQKZQW,25
WVQUXH,7
RTCUAZ,90
TYLIPI,98
STGUZY,6
KIKZTW,33
XXLCDX,17
WVRMMJ,59
CZMEWG,97
YXMAGH,40
ICXPFJ,100
SFHDJA,22
EQMVXS,37
IOIAPS,95
ZCTPEW,76
KBIDEN,29
UQULKV,44
CPCXZN,69
VRSRUS,40
HPISJA,16
WEAHSZ,97
ZUOZNU,66
QZGBPR,39
INOFOB,45
WFBINW,95
IXRRHN,66
LZMOMU,97
UZBKCL,57
HGJKRO,37
JSEKIM,89
BCBSCN,95
OPXILH,93
TFKIMR,30
LYUWUU,9
IHHUPS,35
SWARLA,8
FQOPHO,77
EZKHXX,0
QTKQEH,79
BRQBTX,10
WUVHKC,42
BWMRSP,37
QLJSFZ,64
DWJOQY,18
OONAFS,84
XLPAFT,28
KFBDTF,34
HOUMSD,3
YFRPNX,37
UBOELD,4
XDIYMW,41
QNNHFE,100
KKDFFP,12
HMLYSV,6
GJCLGL,81
VYZYWP,37
CJZUAV,99
GUOSGS,64
VABHGZ,89
HMLTGX,63
EVOEFM,11
YXWWCR,6
GYMLHX,35
UCHJXH,63
DHJZFA,45
ATLGNU,66
RCYRLN,53
HDSMFR,65
GHOBPS,43
JQSCNZ,11
JRVXVL,92
FNNEYE,69
SYGURW,78
CCCWTW,58
NNCKPI,15
QHDLSG,35
GNNJLG,76
ZXZXDN,72
IJJXEP,90
PRKDLX,9
AUHEWI,4
HZIVTQ,18
DAQIMC,24
FTZUOY,23
ZYFOKH,56
VHJZGD,23
FLTANK,97
YPORHB,87
XZDPIA,85
NMTDIK,61
EXEIVQ,44
GWYRGG,36
QNOCIP,46
PZVRJU,78
BFYZLE,36
MMWYAM,70
VKHFZE,84
KGIRWY,46
DNIFXU,41
RYVQQW,8
DLBPXB,25
KZKRAP,50
NPUDSS,35
PTLQXV,69
HREWRQ,96
LAXHYG,64
MJFPTE,29
BJNSTG,62
NCJOGF,6
SCCKUN,86
JWYNWX,83
OJOILC,30
XJBACN,80
KTZYXL,70
VIFWSG,16
JURIZA,19
YXUAIH,61
MRWLWB,79
YLBORP,88
VYZNYL,10
IVRQCJ,20
XAOEYG,93
ZCSTUG,61
SQGCBN,79
TXBWJV,59
MEXKKI,67
WPUORU,50
UGVRYK,63
CRPZVX,77
ONADBD,15
WWFIJM,3
ISZTYV,63
QJJCEG,1
LRAGQL,45
HTLRUK,52
JUMNTM,91
XHCITP,46
XJHTXQ,55
GWNJZX,86
PTPWIJ,100
OKOBCB,3
UKVPFV,30
KKTOLI,79
YZTMJH,84
JPUBAR,82
PMLAJH,67
GNISDO,63
MWVSKG,81
VWEHPF,93
LPMGDH,13
NAILPO,73
VHMYVL,47
EIOONO,69
BCEEVL,91
SMOVYP,63
TNMINX,0
FYPLXL,98
FJFFKL,100
VEACYI,18
RRLRXI,3
KQBUIN,82
OFWSLV,33
NVIVRP,22
XCMUWC,22
WHPCCT,34
RZKSKI,42
TIJNJK,78
YFOKQT,18
ZMANHM,66
EXSQFE,27
XBCHHG,68
UJEYUP,8
ULLNII,22
TUCUVC,75
LSDWQZ,50
ZZGTFD,90
TCOVBZ,9
VKROVJ,42
OYVFGR,45
QVTFGE,32
HUXMVS,6
HKKGTK,29
ANVMNL,75
WZTHQQ,44
MKROUZ,34
LKEPYL,79
XGPBRB,77
MTDGBW,47
FJISDE,62
KCEXQG,9
JKLJFK,32
HSNWSX,59
YYLSRC,29
NPOJPX,28
MZIHWE,38
MDSYXJ,37
NBBTXR,75
NDYEIV,76
ZJUFUN,72
ZGAZXY,92
NDAVUK,56
EZHKZB,80
OYHJOX,4
PDGXQE,81
FLEVUY,79
QAIYQX,7
QPSQNZ,48
POIIJT,60
WMVINH,97
OPYFSH,8
JTQIHU,44
NTVBMZ,87
LQRLMO,40
TDIXSP,30
KMTZVO,49
QEFTWO,20
BCSWIA,28
QPMRTJ,32
YOKSJU,54
YPPEXN,56
WAJCZJ,99
VNAAPO,93
FSTDWF,2
PPZRKE,72
NXNWVV,60
AEVJZX,72
OBUVTC,93
BOLCOP,2
EBQBMH,92
IONAOB,24
CMJEUF,78
JYZUYH,84
XCWSME,18
LOUBGE,40
HGWRIR,93
UZEULM,8
TMTXAA,7
SXRXJK,77
ESSEXW,28
QKYWLE,29
TYXKWF,45
TNKSZU,5
SIOWIX,84
QNNHCT,59
LPCPOE,59
HMQUUP,31
VZSFJG,26
XWDDLG,98
IRJYXJ,9
FMTOZX,0
NKNBJC,73
LUCAXB,2
LTVZMK,10
GPVOVW,99
BBQPUW,74
MDZAPV,71
WSJNMX,7
KMEASG,68
OALUFM,65
IRILKG,58
OLIUOM,98
MUURVN,22
WBVRSA,54
PQKDUG,41
FMHCIA,44
NLYVRY,88
WVNQAM,11
OBVUWE,44
WZWOUF,36
WULNOG,59
NFGVYI,58
EBMUAV,22
ATVMQU,36
BDWNEZ,91
YGDDXS,60
PBBPSW,99
OQLSWI,7
DERLHE,81
FNZTWD,27
QXXEGQ,57
OWAXWP,11
KJIWZH,43
IKMWGM,28
QFXPTE,52
UDNQLF,87
WTQTPO,28
XOPFXC,13
QKQJLP,24
WLKJEM,74
KHVBEM,84
UDGGIB,43
VTOPNU,55
YBPPXA,91
HAFTTP,15
YQQIJV,51
EBWJGR,1
POJJNX,9
LSJFQZ,57
WGDOCO,7
BQBIOQ,33
FWRVFS,39
AXNSUM,84
KDYUYY,84
JEPUQV,86
HBFVCT,4
EGUCZJ,70
XXFWIB,62
HOHAQA,36
DSDNQF,96
MFYQUY,1
GIVBYV,31
XRPLRC,59
COEFLB,31
ARLPRJ,64
NGKXNV,9
PGZHFI,76
CNQAMZ,5
YYMLJL,2
WQPRTU,19
BGFWZD,44
IVNOUT,87
BLMEQN,3
DCCFBM,98
VSMLHW,96
KBWRKJ,60
YSPCXA,92
LUUBHQ,79
KIHHDN,26
VKZCJY,72
DUCPUF,78
XPMAYV,5
ZAMUUJ,2
DFGXLB,82
VBYCWI,39
PPQANI,68
VYWPIO,64
TEMMMT,24
FHGVIX,100
HKOBKU,89
MQPYLD,30
SPTUCM,16
ZHZVDL,91
KITIIS,24
BRNMYV,93
NTBHYX,80
QWSVIZ,64
UUCACT,64
NOYCTE,56
RVPNFC,54
NUNILH,93
LDVJBN,18
ZMGOLA,22
WFRZEX,97
BFHJLZ,99
PFVYAU,78
NHYFVY,48
ZSWFJH,52
RAJKEI,88
YZQPZN,7
DUEEAB,74
ILPUIR,79
VUFZVO,69
FOTAOO,42
ZESZZB,78
PBLEQB,75
KTUVNI,42
ODWHZN,95
IVGWWR,21
MPGZTZ,19
KKSZOD,74
YXCOEA,66
KVINRA,72
ZKXIXU,20
SIPOUP,46
ZVOZOM,50
XQOXOL,57
TYCLIC,2
GCMFHO,98
CJDDZW,93
DGAFJK,56
YEDTZK,10
UIOGRM,42
JRSBAR,53
ZPAYZM,34
VUPEUL,30
KEIEEK,87
TABGQD,77
OQJXJQ,92
XETFNY,59
FTJXES,100
NBMYIL,64
OPYAAA,57
SMTPAX,69
LMFUQB,73
UFZNYZ,37
ZLCJEH,91
WHBUUT,33
TLJXDU,61
LFOURD,33
VEXBOT,23
OADPEI,51
UUJJQY,25
IQIYND,9
WCIXCF,59
ILDIFJ,15
HFNGXN,16
FEUEMP,31
ZUFCKZ,5
FYBLTJ,35
HCIZZH,85
CYSDFD,24
PKDNCD,51
XBYSRH,67
SDVPBN,71
RZWETP,74
FVOQOZ,1
RBFMPL,72
FSXINW,70
IUQIDZ,81
JPKBUW,81
TGNFCC,60
TNJKYP,15
JABBPR,15
AEEAGK,94
SBXELF,73
AJUFRK,92
YXMQHF,32
QWNDTW,41
QFQCUX,72
UWUCCM,17
EWSZWQ,49
LLJAGJ,71
SJEETE,30
PCNOIB,83
DYHRPC,43
QXMXEG,62
OXYRUK,50
ASFMEA,41
ODKKBR,83
OHGNGO,96
VQFQOM,83
PQBWDN,80
EZZHVN,7
QCANYN,74
NGDHQN,9
JYJVVY,96
TXLFQH,56
VMNFBC,73
JSNFGB,98
HHWWPQ,21
OERSQZ,23
WMAADF,77
HMVVXO,3
OTHBPM,59
ZSQNAC,87
VTLUVI,96
TNSKFC,7
LAKWAZ,92
LXZHGI,24
ESJASZ,63
VRWHHL,42
SYTQJO,42
SJVIFL,33
WVQHCA,13
PABMVW,79
VELIFQ,78
TOWEON,13
UQUNIJ,54
KBKCMO,28
KGBCQK,2
WVSFLF,79
LMIGQP,17
JGTDEN,13
AZSQGM,82
AXRDEB,59
CZDXFO,11
SOLDMR,30
ZXSMYR,10
EYTFAS,16
KDCZFI,83
BAKHVW,55
TSPGQI,9
RJKYEU,89
WXOQJY,16
KZDWEH,70
CYLUYJ,74
EWZKAT,51
DOWGKW,50
VCWXDH,5
KQCQVN,15
SKYEZH,15
REFFII,81
ZHIZHC,76
KFJSIM,20
DOQILA,61
IRPPUP,80
UVCEPV,94
KTHHKM,86
BDTLKH,89
GAXZZY,94
VOIHWW,69
EGGOBH,59
WUCQZH,94
EGGEBE,80
TSPCLZ,14
PEWAOH,65
VKMYZD,55
HPHMOZ,43
SQSZJZ,80
SKTHGM,33
SAEWWF,45
HJAXSU,79
CAOVST,63
NOVBSN,84
WCFCKB,92
DXIMEP,33
TUWXAN,10
NVFOIP,67
WPYTUF,60
FTZDXE,11
CELVWD,16
NZNQJR,16
IKZYPI,55
SWGRCQ,48
TIGYYL,46
BKBZDD,80
ZPFVBC,51
TLSDKI,4
UNKEDY,16
BTIXTJ,94
UMIIHC,34
SWXYZK,44
TUJTXS,35
CZWZPJ,1
GVMACH,35
NEXUWV,25
UYXRXS,73
VGFUPT,70
XFSBZZ,93
ZKESPB,93
DXXLAL,87
DPATXW,34
YLHPLB,44
DLRNLL,13
ZRRCTS,55
FIPVCN,72
RFCTIR,40
FHMDFS,54
NWWROT,76
CSIBCR,74
SLSFSO,61
CBGRMM,13
OWAPTX,33
BQXSSO,45
KMYWLA,35
OYBJCS,90
YHQBBX,18
EFQPRT,63
ARUCGR,8
ALXCYE,94
NQTSCU,59
XFQWTA,70
UVITSY,30
SPLEPD,89
DVTGHS,25
ISJUFX,2
GVFJAO,89
TUFCKR,70
EDKIPA,27
LPDGVT,74
ERKTLO,52
VFURPB,65
RAWTOD,74
WLQFSP,62
QSTTIV,91
IJRCKJ,51
EPPIWQ,72
EFOMIZ,31
ZUDLHN,46
CNVFKW,61
MUUOJZ,38
WLGBNU,43
TQJGIL,31
BIUDEW,74
TIVXCO,65
PJWVYA,27
JUEYBO,6
VGJTZU,12
MKNVKC,43
PNMRUU,85
TAVSKD,3
EIMGZW,42
WWKVTJ,85
ZCBETU,13
OYGPEL,3
WOFVLK,14
GJYAZV,11
HNOIAG,60
LLQRWZ,29
EGTXTC,26
NDBTLO,18
TNBQHO,26
RQMMCE,24
ALTJWQ,21
URPPFI,86
WXBSJR,81
KWAZSK,81
JYWTGU,2
ZWTKLN,64
JONNWA,54
MIIWSN,0
ZWUGMD,87
SVCKUZ,84
UBRHLE,84
WHZIML,3
SZEDVT,64
ZCNAHE,7
TVYAVM,13
NLXFUK,34
EQDJAT,86
MWHMNY,84
YSMFPU,8
XZSUAZ,9
BGRLPE,13
YWUFWX,77
UTGJGD,88
RKBPLV,46
YUBTAE,17
EZXOKZ,31
XPSYVB,58
WGXRQU,11
ZBMVCA,5
CRDTQV,54
KBWYUV,95
KSWCPQ,98
TTMHYT,48
HXYMDI,56
LBWQSP,42
DEGFMP,77
GLOOEP,52
JEHEOB,16
NNWOZM,4
ZNHOYV,50
BUHXPX,77
WIPNNZ,68
IIAGRC,16
VCJRKD,38
GMXFNT,23
QQMGMB,47
HLANDV,45
NLAOZA,26
HAETBO,25
FNSWMZ,27
TESPVD,96
RPCXAS,96
MGRDTS,59
WFYDQE,50
FIVMPM,83
PASYDJ,95
MAOMWF,97
BYXHXG,65
GTLWBR,17
ZNIJRD,22
MVJJVJ,14
CICFZX,3
ADADTR,77
EZTQPE,5
OFCPRU,7
KJHQWH,22
WMKDEJ,98
BHAAFB,55
OZMBYA,2
QSNKUG,48
RKZPNL,99
SLQZOP,57
EZMESF,58
EOSYRQ,37
TKEXWW,39
PHQQOW,19
HWBSMN,8
HKDKBE,7
OHBOGY,52
MLKJKC,64
TEYGMK,40
QVEVSG,72
ZNAZAC,80
UGXLIT,64
FZKOYE,77
DSBYSJ,69
WWZEHC,55
PWGDOK,64
AXZFQX,59
RIOVZG,8
JQBJTY,62
VJZHHF,7
VCBVRS,39
GVFNQM,54
PREETB,34
VTCORM,5
LHXSFU,75
ZUFABU,39
YPATNA,32
TVQQBV,38
AFUMKS,36
FLUSII,89
SSZMNH,0
OTYZZG,83
IMZJAU,8
BEUUBU,61
QZCULB,72
IKODNR,99
KMXVXX,92
DGUKNA,94
RIILLM,29
OFQJZD,89
ZGGNGD,36
VLLRVY,91
JXRZAU,63
DRVUZW,97
MOWOJD,28
KXONVV,15
OXQBEW,16
ENCXJM,6
PDMWIS,83
TMCLPN,86
MUBNIK,67
PAUCKM,15
LVZFHM,16
HQRMFZ,78
HSKZHV,24
DUFASG,12
CKRYLZ,94
WVZDNR,94
MFDJGZ,99
XPLMGB,87
OLPMTH,42
TDVHPV,86
NCNYJC,43
CLKIWM,93
UAZBIA,81
HBPJEQ,62
DVUSLB,58
EWZXUE,23
YIZTED,91
PWZIWT,82
INJNUN,7
WHQKSE,35
VKUJUY,73
WLCIMK,66
TBTEXA,49
ZKMMJH,20
VDLLCR,35
TLHATT,91
HHTIAR,29
BHNGDA,52
XXMAKD,5
ZINFUV,73
NSYRYK,99
VVUUOM,93
ZCHCTI,54
ZXEGWH,36
TOSXAQ,15
XOAXDZ,71
XAGSAP,94
ZOECSX,51
BCRNGH,54
EKTRDM,83
VRMOBC,49
XFXNRM,80
SKLIVL,52
AVGIRI,44
RSCUVF,99
YSSPTG,47
YESCPY,100
LDTUPF,41
KFIVOX,59
ERAGAY,91
UOFDYJ,25
BXHVCE,56
MKDIOX,20
NIGDPD,1
GFFPQP,60
FGDEWY,78
ZIQGEZ,32
PIOAWN,13
UXTZSO,87
QBKVGW,3
ZAVAFN,73
KVWZYC,94
SNQIKV,71
VVBCTL,6
WQWLCL,6
CULJMW,41
LQFPSZ,19
DLDHAR,26
VJHMSX,5
AJCGRN,30
AQMBXG,38
PGRTHJ,72
KYPJSX,84
YVTUGT,71
MVJYQY,40
MEPDQR,71
BCUHYD,25
ATJQEK,44
TTQLQA,27
EOXVRF,53
KCVCUX,58
BIJAAF,13
PLKZPS,13
ZRRHQM,37
LPVULI,64
CCRZNU,54
CGMURR,88
ANEGIC,70
UJLWCP,22
UZCTKH,4
FBKIRB,62
VGAVIS,81
UFJRJC,14
RUTQSF,33
FOOOOQ,43
LHVEEE,94
CUSATK,21
MRWUYW,96
QOWSFJ,43
BSYJSW,19
CDBLUF,98
GRYRMV,80
QLXMZH,48
HKSHAY,22
XURBFS,80
BYCYHR,2
YVLNZX,48
MUKFHU,58
UHUIUO,79
ODYEDM,21
SRMFCQ,65
QUBYXB,92
NPSLAX,83
ULQRTG,42
GILDGL,91
LTUIMS,24
XXRWHX,85
NQZAYE,74
JPRZIU,7
ZDESOY,51
TCQWVI,73
VSVCVP,51
MYJRFO,21
GFNUYJ,25
BQTUXQ,69
FNWSIB,89
XEWBRP,98
QHVQDQ,18
ATPWOL,61
EQNNRA,40
TWMMFF,69
YQBGSA,76
GGCURY,91
IQIXSV,78
EHJLNB,50
MHCJDA,16
OLDXXF,75
IPCGKB,0
NYUOBD,84
OEYOOI,92
RDQZFF,20
TFNQQE,24
SJDPCH,10
KZSTTR,5
YPJYVO,90
HMLLUI,34
HVQDIM,41
GPNZHY,85
HQVDSO,46
SIMZIH,87
ASWPKL,41
ELEDPP,19
XSXEJK,5
FJHRMN,96
YHEZTV,45
JKRABN,52
LNVLJR,21
BCDUGG,72
HNHTFN,26
OXRROE,98
JHUFXA,43
SVNJFY,94
JBKRXV,79
XOGDHV,36
HBYYOS,29
RHCJIG,60
YTCOVZ,12
HGZPAP,94
PVUCHD,77
XTLXVA,50
ZAEXXY,81
FJZZOM,71
MXKYWA,75
PWEACZ,80
AJVXCZ,49
TVFAED,1
EXIHFG,3
XKULTD,25
OPAPRN,37
DNKLXK,28
IHORER,78
PYIRCT,4
RSIZPD,5
YDGCFR,70
NPNMUC,8
JBLCEL,76
IHDSUV,43
UACHQM,5
VUSYTS,72
XDMHTQ,26
WFZJLH,64
SAWSRU,41
LGWTQT,26
JBIHWB,0
GDTUFF,79
WEKFAQ,88
PVJIJR,32
WSRDED,100
XLLZBN,13
OJEFFB,81
OHJKPQ,94
FSOVNK,14
KRURKR,86
OWNRJH,26
RQFEPM,93
VTTCXZ,86
IMVXBL,58
UDGQDV,58
QFQHQE,89
IOIVMR,39
PMBPPZ,28
BMFSGC,100
GACVRU,42
ZWBEZK,33
GGZVBF,92
ORSTZD,78
LAZEGY,70
FSEORB,37
YYFGPW,44
CRIJNX,23
ISPKOX,23
AZUKUH,77
MHAXGU,53
XGVRZX,77
TRKUWK,21
KCWMHU,87
QCHMJX,53
UPYEHE,19
BRFRPI,2
TDZEAH,98
ZHGGKX,54
QOCOKW,72
EKZHCN,22
TPITGH,81
IYNDYM,66
DSURGR,7
CIUOLP,95
CZKVYE,17
VOBPIK,58
MGUCSR,74
PJIDMY,52
ZZTZYS,47
YMIGIQ,33
KJWMOM,98
BMBAZS,86
ATPZUM,1
DGEYUR,53
CUMWWC,41
CGMNWX,51
VETSME,42
MKZNVR,89
BEJMLU,11
FTBWEI,40
KGKOOU,53
TCIFUH,7
XPPEMG,27
RUBWCM,68
JSFBJJ,36
WJRVIQ,47
QSKEJW,14
DHYZNM,10
YAXDEB,1
FCTUGT,95
RXIVQK,96
ADFIQT,100
RYSONN,18
TYZTUX,65
HLQWPJ,73
MBFLNM,22
PUYRLF,85
KMIMQD,50
FQISBV,46
QUUHUL,13
HNUAZG,69
TRHZKJ,45
RTOCJC,70
WWXASU,33
JPEFKQ,85
LDSCSW,72
WBETIT,100
RPQDBI,45
YDYKXT,99
QUHAEC,64
DGKBIN,37
GBXHCI,72
XTERVF,23
XWKCQF,70
FKPCFL,31
MSLBXE,90
JXXERH,87
GNBRLE,78
CJYXLS,24
PESYXA,0
BWGHQN,93
RYBDSB,60
IHZYBT,44
IRGDNZ,85
TJTZBK,20
DPPHMR,14
VMHFGY,53
TNABVU,100
EEMLZK,0
WGFQPG,55
BFWPHG,0
HWLYAO,11
SMZBIH,91
CQOQIS,27
DIADAL,37
OOOCSE,35
DIDBOY,24
CKBQFK,50
YMCGMJ,80
QRBEQG,73
QQUFWS,56
NLKNSY,92
YQZFHZ,44
GZWLSY,31
PPIEYI,7
EBEHAZ,84
XYBJDT,31
ZYKIXL,93
OGVHQT,32
XWVAKD,48
IQWDYE,90
IIHGAT,65
BEWDXF,60
ANBVVY,50
IFGNZJ,69
ETEKIA,45
UCPEHQ,41
SWKXRO,57
JZQTYR,64
RJEOPL,56
SXZFGK,82
HBYSAX,23
KCYERI,62
EVOSAD,6
JUVKUN,85
VITGFX,17
GIWALW,16
UIVEQF,38
UINHYV,52
WCEQMJ,92
AOFSEH,31
KVRVIT,42
HLFLNI,11
VFLVMC,12
WMXWJP,97
JBYZYR,57
JTHPGL,84
CRPJZZ,62
EVTBTT,81
QDMXLL,19
QNBUPB,70
MPXAUF,0
ULDAON,62
NEKMZL,51
AIKLUP,31
ABDCJC,74
VLPQNC,69
LYMYDV,29
DEJSMH,36
KHRXES,27
QIXNYX,46
UHGBPJ,5
AYRDJD,21
IORSJP,76
XBQWOM,24
CIRCCW,63
EJPPPC,76
OGHIVA,84
NDXTKN,33
KUIZIG,14
LWUNCI,27
PRLKLO,11
LLMYLX,7
DVOYAS,48
ZEILEJ,79
HUKKBG,24
ZXOABH,40
WYJZMS,40
CJZHFM,27
HKXTEW,71
DECOAP,59
OOYFMT,96
TGTNZX,73
MCMGLU,52
AURZOS,63
OIKIAR,50
XMFVHF,67
MBZEMK,92
KXBNCI,77
MWKTKT,94
BREONW,27
HMLLUJ,10
KMVWXA,17
UJGCVL,23
YLLADC,54
SSUUXN,40
AKZLWO,63
FBGWCM,9
IOTERK,45
VFCNRL,70
QLVABW,67
QSHAPS,41
FDLMGR,56
SKMRHG,78
QFVHKT,55
PYYYJY,39
BTFAXG,13
SLXLXN,72
WBHPXQ,87
UZHSHS,33
BVCKZS,87
POCBZE,18
GTOXGB,17
VMZHWW,41
WLUMVJ,55
LGUVDH,10
SDDBRQ,35
SKZEHH,47
MTVHXD,44
UGQHUB,47
TGJCPC,39
XQNRHG,59
TPMUKT,24
DRHTSE,23
ZZEMOR,64
PUJTRK,40
WGGPKY,100
ONLELZ,50
PRQOAE,52
JRFCXT,47
DBZZNQ,72
QGFKKE,69
PXOIXB,67
TIRBJH,13
NJZQSY,16
AQGSZA,41
MJSHFN,47
ENTJHC,50
FSWPDF,87
IECHQJ,93
OACKUK,79
RKZWEK,60
GXHMND,75
PLYWAC,73
IQMCBK,49
DIUDXR,77
ADALIP,14
FPJBUD,46
PQCYVW,72
GBXUJN,90
KTFQZO,56
VNEGGJ,89
XAMNVF,80
IXNOZH,81
VTSVAY,58
RILYEU,12
TYVBXP,57
TVLSDV,10
QMSZJL,16
FFMVYX,32
PCVPUA,80
WYPKYH,74
FPBVYO,83
OSXYSX,53
LYTAWM,98
OHXPZT,81
UZYVHH,32
YGUWCV,9
VOOSQT,87
ZHNWWL,5
KOZKZJ,88
CMBKJH,39
CPRIPC,80
QATHQY,83
TUJLHI,7
VJFDOH,58
LSRXZF,87
EULQWI,84
RQLWST,6
WMPTZU,26
XMAKUE,44
OBRTEZ,16
ERTNUR,8
LVGEAX,94
BUOPVY,11
GLSIWF,82
XQPMXM,54
BTNMAL,23
SZPEHI,87
UUTDII,78
EFMOJK,49
IGPVIC,33
LTSPJH,43
DZIQWP,42
IXZNGV,28
HLSLHS,27
LTPVRO,51
RIHVIQ,15
HWLYMM,38
WPKMGX,100
HKHFPV,93
SWBFHV,53
PKXQIV,42
ATLPQV,81
FXNXXR,42
UABWMB,17
ZIXLFU,34
ICDLDR,27
ZHUVCQ,67
PMOUMD,83
YIKCSY,65
XASHTH,17
HVVPCJ,50
VHWQNF,65
HEHIRV,29
UJJHWZ,44
PUJXEF,33
LWXCRB,100
AIKENH,99
MJCZTK,42
MICUDW,50
LTQALP,33
VYICZE,88
OFNNLL,58
EKEFEG,51
AZAEPH,80
MKWRAO,4
CEVGFF,3
VOFILI,17
CAHRPA,57
AJYTYA,69
ZGSLKO,39
ZLHAIC,54
GXDRPH,82
GEIOUI,44
GNCAGT,94
AESMBU,58
BOXAYA,21
HPJQWP,35
GKVVNE,15
SJZUKB,32
ZXIDRK,32
IEYFNW,64
PWHBNU,5
WAKFUS,29
YMZMVM,41
IYJWTA,80
PWHJWP,13
PTWAEL,27
JJBWSZ,53
OWSAUC,15
NUJXOU,70
AJWGUE,48
RCMXNW,12
MBVQAD,56
KVKOEJ,12
IMYIIG,25
PBQISM,39
CXWHNG,21
LVJHBH,67
MKDWVP,83
VEKTTY,94
VPHAZI,41
IYZOXU,95
GETPPV,66
YDQQNJ,66
OMDQDK,68
EVCFYA,37
GRUSQY,19
CTIVXJ,80
FFWEDH,32
XNTRGY,20
DMQXYD,11
PMRYKV,27
OZZDZY,88
JJRGCH,38
FUJLGK,76
VKRBYF,34
OBENNN,22
MLQCGA,94
UCIRDP,62
QYOWUM,8
XWPFHL,86
HRLUTP,89
LJQKNO,94
KYVYNL,34
JESBNT,63
IPUNIY,66
UFDEVR,1
COCEGJ,57
DPODKJ,60
ZXXKJJ,98
LZRNDW,86
OMGNBX,40
QAAIAJ,27
CRQOXA,60
DTPOCB,31
NUPLYN,13
PCCLPA,18
IDQPVH,65
BGAZBD,60
PARDVG,98
CEUKUQ,82
WZWBTK,15
CMQYNU,59
DQRPKA,34
YYCNOR,73
GXFVEJ,80
HDSCVM,62
MQCWUU,63
BSEBEO,45
VZHSEV,38
CIHEKK,39
FETFGQ,39
KSTPLJ,13
WXENNX,30
ZLWSQH,37
MPVYOR,63
FPBCDV,13
PZTUPP,100
GBESOK,25
HVODAX,49
LGWNWY,63
MABEZB,93
VEHTMA,68
BXKEVN,87
CLYUHA,74
BJSBCM,48
QFZUIW,48
YHIBLQ,53
DLVOEA,86
IWBXHI,73
IGNOVJ,62
LREAPT,81
JSAWVR,83
ZELBUI,23
